typer_user,username,score,word_lenght
kk,kk,0.020585468038916588,2
aditi,aditi,0.012782171368598938,3
Imposter,khushi,0.3279782831668854,2
khushi,khushi,0.13091742992401123,2
kherkher,kher,0.03473705301682154,4
cscs,cs,0.011713027022778988,2
Imposter,kher,0.10466686884562175,4
kher,kher,0.011229054381450018,4
kher,kher,0.02157083402077357,4
kher,kher,0.01791386554638545,4
trial,trial,0.013171369209885597,5
trial,trial,0.017301082611083984,5
